name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Autauga County,AL,1001,South,55395,5908,18110,24661,0.23956855,0.734357893,12202,Trump,Republican,0.265757664,0.726337362,11012,Romney,Republican
Baldwin County,AL,1003,South,200111,18409,72780,94090,0.195653098,0.77351472,54371,Trump,Republican,0.215665741,0.773897491,47443,Romney,Republican
Barbour County,AL,1005,South,26887,4848,5431,10390,0.466602502,0.522714148,583,Trump,Republican,0.512522908,0.483375513,334,Obama,Democrat
Bibb County,AL,1007,South,22506,1874,6733,8748,0.214220393,0.769661637,4859,Trump,Republican,0.262185675,0.730663806,3931,Romney,Republican
Blount County,AL,1009,South,57719,2150,22808,25384,0.084699023,0.898518752,20658,Trump,Republican,0.123477898,0.864929108,17780,Romney,Republican
Bullock County,AL,1011,South,10764,3530,1139,4701,0.750904063,0.242288875,2391,Clinton,Democrat,0.763068823,0.235050771,2808,Obama,Democrat
Butler County,AL,1013,South,20296,3716,4891,8685,0.427864134,0.563154865,1175,Trump,Republican,0.460508278,0.535800907,714,Romney,Republican
Calhoun County,AL,1015,South,115916,13197,32803,47376,0.278558764,0.692396994,19606,Trump,Republican,0.335207612,0.65467128,14772,Romney,Republican
Chambers County,AL,1017,South,34076,5763,7803,13778,0.418275512,0.56633764,2040,Trump,Republican,0.470608433,0.521631644,743,Romney,Republican
Cherokee County,AL,1019,South,26037,1524,8809,10503,0.1451014,0.838712749,7285,Trump,Republican,0.217805553,0.767749206,5368,Romney,Republican
Chilton County,AL,1021,South,43931,2909,15068,18255,0.159353602,0.825417694,12159,Trump,Republican,0.19450499,0.797866238,10519,Romney,Republican
Choctaw County,AL,1023,South,13323,3109,4102,7268,0.427765548,0.564391855,993,Trump,Republican,0.475204018,0.521029504,365,Romney,Republican
Clarke County,AL,1025,South,24945,5712,7109,12936,0.441558442,0.549551639,1397,Trump,Republican,0.45685976700000003,0.539741086,1146,Romney,Republican
Clay County,AL,1027,South,13552,1234,5230,6572,0.187766281,0.795800365,3996,Trump,Republican,0.266566265,0.723192771,3032,Romney,Republican
Cleburne County,AL,1029,South,15080,684,5738,6532,0.104715248,0.878444581,5054,Trump,Republican,0.15407807,0.836083783,4298,Romney,Republican
Coffee County,AL,1031,South,50909,4194,15825,20513,0.204455711,0.771462,11631,Trump,Republican,0.248490997,0.742480345,9739,Romney,Republican
Colbert County,AL,1033,South,54543,7296,16718,24626,0.296272233,0.678875985,9422,Trump,Republican,0.391888423,0.596004107,4771,Romney,Republican
Conecuh County,AL,1035,South,12670,3069,3413,6543,0.469050894,0.521626165,344,Trump,Republican,0.506345359,0.489662056,117,Obama,Democrat
Coosa County,AL,1037,South,10886,1780,3376,5223,0.340800306,0.646371817,1596,Trump,Republican,0.417318329,0.577531947,840,Romney,Republican
Covington County,AL,1039,South,37914,2379,13222,15818,0.15039828,0.835883171,10843,Trump,Republican,0.204670775,0.788063574,8993,Romney,Republican
Crenshaw County,AL,1041,South,13977,1663,4511,6252,0.265994882,0.721529111,2848,Trump,Republican,0.319450944,0.674777726,2278,Romney,Republican
Cullman County,AL,1043,South,81289,3730,32734,37278,0.100059016,0.878105049,29004,Trump,Republican,0.146331907,0.841822895,23075,Romney,Republican
Dale County,AL,1045,South,49484,4408,13798,18617,0.236772842,0.741150561,9390,Trump,Republican,0.284782492,0.70643092,7822,Romney,Republican
Dallas County,AL,1047,South,41711,12826,5784,18730,0.684783769,0.308809397,7042,Clinton,Democrat,0.697315629,0.300152847,8315,Obama,Democrat
DeKalb County,AL,1049,South,71065,3682,21779,26086,0.141148509,0.834892279,18097,Trump,Republican,0.219570506,0.768224142,13081,Romney,Republican
Elmore County,AL,1051,South,80977,8436,27619,36905,0.228586912,0.748380978,19183,Trump,Republican,0.252257336,0.739926637,17283,Romney,Republican
Escambia County,AL,1053,South,37733,4698,10282,15213,0.308814829,0.675869322,5584,Trump,Republican,0.369201726,0.624528047,3787,Romney,Republican
Etowah County,AL,1055,South,103531,10350,32132,43474,0.238073331,0.739108433,21782,Trump,Republican,0.301059073,0.684914097,16310,Romney,Republican
Fayette County,AL,1057,South,16874,1358,6705,8196,0.165690581,0.818081991,5347,Trump,Republican,0.227881699,0.762639029,4231,Romney,Republican
Franklin County,AL,1059,South,31601,2197,9466,11955,0.18377248,0.791802593,7269,Trump,Republican,0.292015839,0.69684133,4396,Romney,Republican
Geneva County,AL,1061,South,26712,1522,9967,11659,0.130542928,0.854876061,8445,Trump,Republican,0.180155505,0.810478883,7134,Romney,Republican
Greene County,AL,1063,South,8553,4006,838,4862,0.823940765,0.172357055,3168,Clinton,Democrat,0.847222222,0.149962462,3715,Obama,Democrat
Hale County,AL,1065,South,15184,4772,3172,8010,0.595755306,0.396004994,1600,Clinton,Democrat,0.625985165,0.371464998,2196,Obama,Democrat
Henry County,AL,1067,South,17190,2286,5623,8017,0.285144069,0.701384558,3337,Trump,Republican,0.350114943,0.644252874,2559,Romney,Republican
Houston County,AL,1069,South,104193,10547,30567,42030,0.250939805,0.727266238,20020,Trump,Republican,0.295103124,0.698181297,16866,Romney,Republican
Jackson County,AL,1071,South,52665,3663,16643,20785,0.17623286,0.800721674,12980,Trump,Republican,0.282996838,0.701629774,8605,Romney,Republican
Jefferson County,AL,1073,South,660793,151581,130614,290111,0.522493115,0.450220778,20967,Clinton,Democrat,0.526187777,0.466057398,18245,Obama,Democrat
Lamar County,AL,1075,South,14086,1035,5819,6931,0.149329101,0.839561391,4784,Trump,Republican,0.229501327,0.761698561,3810,Romney,Republican
Lauderdale County,AL,1077,South,93096,9877,27735,38813,0.254476593,0.714580166,17858,Trump,Republican,0.338788339,0.647610274,11398,Romney,Republican
Lawrence County,AL,1079,South,33477,3611,10732,14623,0.246939752,0.73391233,7121,Trump,Republican,0.359045387,0.62895092,3800,Romney,Republican
Lee County,AL,1081,South,154255,20987,34321,57668,0.363928002,0.595148089,13334,Trump,Republican,0.393125751,0.59247898,10788,Romney,Republican
Limestone County,AL,1083,South,90787,9340,28824,39400,0.237055838,0.731573604,19484,Trump,Republican,0.277043439,0.713523132,15454,Romney,Republican
Lowndes County,AL,1085,South,10580,4882,1751,6676,0.731276213,0.262282804,3131,Clinton,Democrat,0.764330363,0.233275702,3993,Obama,Democrat
Macon County,AL,1087,South,19425,7237,1394,8748,0.827274806,0.159350709,5843,Clinton,Democrat,0.870967742,0.127298989,7723,Obama,Democrat
Madison County,AL,1089,South,350299,62435,89199,159473,0.39150828,0.559336063,26764,Trump,Republican,0.399671478,0.586418076,28877,Romney,Republican
Marengo County,AL,1091,South,20110,5607,5224,10948,0.512148338,0.477164779,383,Clinton,Democrat,0.534711965,0.462333826,833,Obama,Democrat
Marion County,AL,1093,South,30271,1432,11273,12912,0.110904585,0.873063817,9841,Trump,Republican,0.185806345,0.801057502,7447,Romney,Republican
Marshall County,AL,1095,South,94636,4913,29217,34965,0.140511941,0.835607036,24304,Trump,Republican,0.193221383,0.794484671,19514,Romney,Republican
Mobile County,AL,1097,South,415123,68429,91087,163387,0.41881545,0.557492334,22658,Trump,Republican,0.450183421,0.542893064,16149,Romney,Republican
Monroe County,AL,1099,South,21947,4310,5771,10185,0.42317133,0.566617575,1461,Trump,Republican,0.458520599,0.536516854,833,Romney,Republican
Montgomery County,AL,1101,South,226189,58669,33928,94572,0.620363321,0.358753119,24741,Clinton,Democrat,0.618907262,0.376131105,24710,Obama,Democrat
Morgan County,AL,1103,South,119607,11216,37392,49991,0.224360385,0.747974635,26176,Trump,Republican,0.272389122,0.717691776,21908,Romney,Republican
Perry County,AL,1105,South,9826,3823,1403,5255,0.727497621,0.266983825,2420,Clinton,Democrat,0.747897774,0.247980214,3032,Obama,Democrat
Pickens County,AL,1107,South,20365,3972,5454,9494,0.418369497,0.574468085,1482,Trump,Republican,0.463381602,0.533284717,671,Romney,Republican
Pike County,AL,1109,South,33389,5039,7681,13025,0.386871401,0.589712092,2642,Trump,Republican,0.427473856,0.564772,1930,Romney,Republican
Randolph County,AL,1111,South,22539,2290,7697,10130,0.226061204,0.75982231,5407,Trump,Republican,0.296025407,0.694735829,4143,Romney,Republican
Russell County,AL,1113,South,59608,9577,9210,19136,0.500470318,0.481291806,367,Clinton,Democrat,0.556144348,0.438556515,2219,Obama,Democrat
St. Clair County,AL,1115,South,86697,5550,31579,37937,0.146295174,0.832406358,26029,Trump,Republican,0.16493377,0.826121635,23211,Romney,Republican
Shelby County,AL,1117,South,206655,22927,72846,99208,0.231100314,0.734275462,49919,Trump,Republican,0.21630298,0.772667129,51299,Romney,Republican
Sumter County,AL,1119,South,13166,4739,1581,6391,0.741511501,0.247379127,3158,Clinton,Democrat,0.771530249,0.225622776,3835,Obama,Democrat
Talladega County,AL,1121,South,81322,12108,20596,33218,0.364501174,0.620025287,8488,Trump,Republican,0.416544107,0.576792628,5339,Romney,Republican
Tallapoosa County,AL,1123,South,41165,5271,12967,18504,0.284857328,0.700767402,7696,Trump,Republican,0.33490465,0.659042211,6051,Romney,Republican
Tuscaloosa County,AL,1125,South,202212,31746,47701,81708,0.388529887,0.583798404,15955,Trump,Republican,0.407707497,0.582240907,13700,Romney,Republican
Walker County,AL,1127,South,65471,4486,24208,29243,0.153404233,0.827822043,19722,Trump,Republican,0.229883847,0.75913254,15082,Romney,Republican
Washington County,AL,1129,South,16834,2366,6031,8492,0.278615167,0.710197833,3665,Trump,Republican,0.339116539,0.65620363,2778,Romney,Republican
Wilcox County,AL,1131,South,11098,4329,1737,6095,0.710254307,0.284987695,2592,Clinton,Democrat,0.743393921,0.255995112,3191,Obama,Democrat
Winston County,AL,1133,South,24150,871,9225,10255,0.084934178,0.89956119,8354,Trump,Republican,0.132413509,0.855642504,7024,Romney,Republican
Aleutians East Borough,AK,2013,West,3360,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Aleutians West Census Area,AK,2016,West,5750,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Anchorage Municipality,AK,2020,West,301010,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Bethel Census Area,AK,2050,West,17868,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Bristol Bay Borough,AK,2060,West,957,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Denali Borough,AK,2068,West,1921,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Dillingham Census Area,AK,2070,West,4988,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Fairbanks North Star Borough,AK,2090,West,99357,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Haines Borough,AK,2100,West,2566,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Hoonah-Angoon Census Area,AK,2105,West,2082,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Juneau City and Borough,AK,2110,West,32406,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Kenai Peninsula Borough,AK,2122,West,57477,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Ketchikan Gateway Borough,AK,2130,West,13787,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Kodiak Island Borough,AK,2150,West,13986,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Lake and Peninsula Borough,AK,2164,West,1631,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Matanuska-Susitna Borough,AK,2170,West,97882,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Nome Census Area,AK,2180,West,9817,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
North Slope Borough,AK,2185,West,9703,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Northwest Arctic Borough,AK,2188,West,7717,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Petersburg Borough,AK,2195,West,3160,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Prince of Wales-Hyder Census Area,AK,2198,West,6396,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Sitka City and Borough,AK,2220,West,8900,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Skagway Municipality,AK,2230,West,1036,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Southeast Fairbanks Census Area,AK,2240,West,6931,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Valdez-Cordova Census Area,AK,2261,West,9488,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Wade Hampton Census Area,AK,2270,West,8010,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Wrangell City and Borough,AK,2275,West,2364,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Yakutat City and Borough,AK,2282,West,635,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Yukon-Koyukuk Census Area,AK,2290,West,5547,93003,130413,246588,0.377159472,0.528870018,37410,Trump,Republican,NA,NA,NA,Romney,Republican
Apache County,AZ,4001,West,71828,12196,5315,18659,0.653625596,0.284849134,6881,Clinton,Democrat,0.661024936,0.321932064,8635,Obama,Democrat
Cochise County,AZ,4003,West,127448,15291,25036,43147,0.354393121,0.580248916,9745,Trump,Republican,0.370591192,0.610882675,10519,Romney,Republican
Coconino County,AZ,4005,West,137682,25308,16573,44929,0.563288744,0.368870885,8735,Clinton,Democrat,0.562957258,0.41432422,6948,Obama,Democrat
Gila County,AZ,4007,West,53119,6746,13672,21398,0.315263109,0.638938219,6926,Trump,Republican,0.359906911,0.623748444,4875,Romney,Republican
Graham County,AZ,4009,West,37957,3301,8025,11939,0.276488818,0.672166848,4724,Trump,Republican,0.304369833,0.681289016,4468,Romney,Republican
Greenlee County,AZ,4011,West,9346,1092,1892,3243,0.336725254,0.583410422,800,Trump,Republican,0.440780619,0.534993271,280,Romney,Republican
La Paz County,AZ,4012,West,20231,1318,3381,4931,0.267288582,0.685662137,2063,Trump,Republican,0.328931329,0.651158066,1586,Romney,Republican
Maricopa County,AZ,4013,West,4087191,549040,590465,1201934,0.456797129,0.491262415,41425,Trump,Republican,0.431343344,0.551668565,142827,Romney,Republican
Mohave County,AZ,4015,West,203361,16485,54656,74189,0.222202752,0.73671299,38171,Trump,Republican,0.277851067,0.70421083,28118,Romney,Republican
Navajo County,AZ,4017,West,108101,15362,18165,35409,0.433844503,0.513005168,2803,Trump,Republican,0.451628232,0.53542976900000006,2998,Romney,Republican
Pima County,AZ,4019,West,1004516,195649,147019,360762,0.542321531,0.40752352,48630,Clinton,Democrat,0.521492708,0.463101556,20543,Obama,Democrat
Pinal County,AZ,4021,West,401918,35737,53857,93805,0.380971164,0.574137839,18120,Trump,Republican,0.405604128,0.57712529,17519,Romney,Republican
Santa Cruz County,AZ,4023,West,46695,10684,3650,14926,0.715797936,0.244539729,7034,Clinton,Democrat,0.682740751,0.304807831,5251,Obama,Democrat
Yavapai County,AZ,4025,West,218844,29705,58862,92780,0.320165984,0.634425523,29157,Trump,Republican,0.337059614,0.644539725,29761,Romney,Republican
Yuma County,AZ,4027,West,203247,18336,20586,40759,0.449863834,0.505066366,2250,Trump,Republican,0.413290113,0.574627965,5475,Romney,Republican
Arkansas County,AR,5001,South,18594,1939,3825,6167,0.314415437,0.620236744,1886,Trump,Republican,0.378236745,0.599876695,1438,Romney,Republican
Ashley County,AR,5003,South,20948,2408,5338,8027,0.299987542,0.665005606,2930,Trump,Republican,0.360707517,0.614782059,2011,Romney,Republican
Baxter County,AR,5005,South,40857,4163,14655,19572,0.212701819,0.748773758,10492,Trump,Republican,0.267438854,0.707792544,8516,Romney,Republican
Benton County,AR,5007,South,242321,27894,60751,94262,0.295919883,0.644490887,32857,Trump,Republican,0.285636891,0.689803289,31333,Romney,Republican
Boone County,AR,5009,South,37196,2925,12225,15912,0.183823529,0.768288084,9300,Trump,Republican,0.244874048,0.725314066,7381,Romney,Republican
Bradley County,AR,5011,South,11148,1317,2163,3617,0.364113907,0.5980094,846,Trump,Republican,0.398183819,0.582828839,671,Romney,Republican
Calhoun County,AR,5013,South,5202,636,1554,2250,0.282666667,0.690666667,918,Trump,Republican,0.303587856,0.670653174,798,Romney,Republican
Carroll County,AR,5015,South,27744,3334,6773,10656,0.312875375,0.635604354,3439,Trump,Republican,0.362858828,0.601749902,2430,Romney,Republican
Chicot County,AR,5017,South,11180,2350,1716,4149,0.566401543,0.413593637,634,Clinton,Democrat,0.607429489,0.382939693,979,Obama,Democrat
Clark County,AR,5019,South,22576,3606,4398,8365,0.431081889,0.525762104,792,Trump,Republican,0.453009755,0.51665477,535,Romney,Republican
Clay County,AR,5021,South,15118,1999,3779,5978,0.334392774,0.632151221,1780,Trump,Republican,0.340117417,0.63111546,1487,Romney,Republican
Cleburne County,AR,5023,South,25634,2101,9454,11968,0.175551471,0.78993984,7353,Trump,Republican,0.224856137,0.746457099,6073,Romney,Republican
Cleveland County,AR,5025,South,8449,723,2460,3299,0.21915732,0.745680509,1737,Trump,Republican,0.258726271,0.708205756,1468,Romney,Republican
Columbia County,AR,5027,South,23933,3140,5456,8837,0.355324205,0.617404096,2316,Trump,Republican,0.376203067,0.612374405,2233,Romney,Republican
Conway County,AR,5029,South,21083,2655,4844,7837,0.338777593,0.618093658,2189,Trump,Republican,0.388788193,0.584023822,1508,Romney,Republican
Craighead County,AR,5031,South,102518,10474,22798,34968,0.299531,0.651967513,12324,Trump,Republican,0.331688403,0.642291794,9693,Romney,Republican
Crawford County,AR,5033,South,61697,4476,16655,22155,0.202031144,0.751749041,12179,Trump,Republican,0.236941932,0.735580196,10253,Romney,Republican
Crittenden County,AR,5035,South,49548,8368,6953,15798,0.529687302,0.440119002,1415,Clinton,Democrat,0.586089087,0.399149101,2900,Obama,Democrat
Cross County,AR,5037,South,17227,1995,4577,6831,0.292050944,0.67003367,2582,Trump,Republican,0.341167665,0.638922156,1989,Romney,Republican
Dallas County,AR,5039,South,7755,1165,1507,2741,0.425027362,0.549799343,342,Trump,Republican,0.433668505,0.539734025,327,Romney,Republican
Desha County,AR,5041,South,12264,2227,1915,4226,0.526975864,0.453147184,312,Clinton,Democrat,0.55495283,0.426179245,546,Obama,Democrat
Drew County,AR,5043,South,18622,2364,3967,6552,0.360805861,0.60546398,1603,Trump,Republican,0.396468458,0.586024751,1256,Romney,Republican
Faulkner County,AR,5045,South,120768,14525,29170,46364,0.313281857,0.629151928,14645,Trump,Republican,0.328130294,0.645007502,13094,Romney,Republican
Franklin County,AR,5047,South,17805,1376,5034,6698,0.205434458,0.751567632,3658,Trump,Republican,0.263801805,0.708212265,2906,Romney,Republican
Fulton County,AR,5049,South,12125,1067,3470,4744,0.224915683,0.731450253,2403,Trump,Republican,0.32109686,0.652145069,1497,Romney,Republican
Garland County,AR,5051,South,97322,12283,26053,40337,0.304509507,0.645883432,13770,Trump,Republican,0.33936444,0.637878749,11714,Romney,Republican
Grant County,AR,5053,South,18144,1407,5160,6855,0.205251641,0.75273523,3753,Trump,Republican,0.226458784,0.745446125,3362,Romney,Republican
Greene County,AR,5055,South,43694,3056,10698,14422,0.211898488,0.741783386,7642,Trump,Republican,0.290679075,0.659153701,5068,Romney,Republican
Hempstead County,AR,5057,South,22327,2371,4391,6984,0.339490263,0.628722795,2020,Trump,Republican,0.356409886,0.619164619,1818,Romney,Republican
Hot Spring County,AR,5059,South,33368,3137,8153,11815,0.265509945,0.690055015,5016,Trump,Republican,0.340243794,0.630572115,3263,Romney,Republican
Howard County,AR,5061,South,13500,1350,3155,4634,0.291324989,0.68083729,1805,Trump,Republican,0.330391491,0.647657841,1402,Romney,Republican
Independence County,AR,5063,South,36959,2878,9925,13443,0.214089117,0.738302462,7047,Trump,Republican,0.26464891,0.704116223,5445,Romney,Republican
Izard County,AR,5065,South,13486,1111,4042,5396,0.205893254,0.749073388,2931,Trump,Republican,0.294184077,0.672124976,2008,Romney,Republican
Jackson County,AR,5067,South,17534,1583,3262,5093,0.310818771,0.640486943,1679,Trump,Republican,0.392094417,0.574185088,972,Romney,Republican
Jefferson County,AR,5069,South,72297,15721,9231,25683,0.612116965,0.359420628,6490,Clinton,Democrat,0.637918433,0.347719632,7941,Obama,Democrat
Johnson County,AR,5071,South,26005,2421,6072,8997,0.269089697,0.674891631,3651,Trump,Republican,0.345362103,0.62562004,2260,Romney,Republican
Lafayette County,AR,5073,South,7111,1028,1750,2835,0.362610229,0.617283951,722,Trump,Republican,0.400614754,0.584699454,539,Romney,Republican
Lawrence County,AR,5075,South,16931,1263,4064,5629,0.224373779,0.721975484,2801,Trump,Republican,0.322557342,0.638432364,1749,Romney,Republican
Lee County,AR,5077,South,9860,1735,1229,3004,0.577563249,0.409121172,506,Clinton,Democrat,0.61536215,0.373831776,827,Obama,Democrat
Lincoln County,AR,5079,South,13970,1252,2455,3814,0.328264289,0.643681175,1203,Trump,Republican,0.382281879,0.59033557,775,Romney,Republican
Little River County,AR,5081,South,12532,1397,3604,5192,0.269067797,0.694144838,2207,Trump,Republican,0.307265888,0.670164324,1833,Romney,Republican
Logan County,AR,5083,South,21958,1712,5737,7839,0.218395203,0.731853553,4025,Trump,Republican,0.274079127,0.692769441,3069,Romney,Republican
Lonoke County,AR,5085,South,71557,5638,19902,26766,0.210640365,0.743555257,14264,Trump,Republican,0.233027447,0.741726529,12251,Romney,Republican
Madison County,AR,5087,South,15740,1587,4917,6782,0.234001769,0.725007372,3330,Trump,Republican,0.319628445,0.649002589,2163,Romney,Republican
Marion County,AR,5089,South,16367,1377,5077,6718,0.204971718,0.755730872,3700,Trump,Republican,0.287949922,0.678759425,2747,Romney,Republican
Miller County,AR,5091,South,43428,4273,11293,16015,0.266812363,0.705151421,7020,Trump,Republican,0.29473546900000003,0.69293496,6104,Romney,Republican
Mississippi County,AR,5093,South,44235,5621,6988,12995,0.432550981,0.537745287,1367,Trump,Republican,0.482807701,0.494344146,154,Romney,Republican
Monroe County,AR,5095,South,7582,1298,1400,2766,0.469269704,0.506146059,102,Trump,Republican,0.490092879,0.490712074,2,Romney,Republican
Montgomery County,AR,5097,South,9082,735,2573,3445,0.213352685,0.746879536,1838,Trump,Republican,0.270349691,0.695856597,1448,Romney,Republican
Nevada County,AR,5099,South,8723,1156,2001,3233,0.357562635,0.618929787,845,Trump,Republican,0.388297872,0.589834515,682,Romney,Republican
Newton County,AR,5101,South,7904,699,2875,3731,0.187349236,0.770570893,2176,Trump,Republican,0.271237367,0.685058727,1515,Romney,Republican
Ouachita County,AR,5103,South,24828,4320,5347,9881,0.437202712,0.541139561,1027,Trump,Republican,0.448995438,0.535378045,890,Romney,Republican
Perry County,AR,5105,South,10245,1035,2979,4213,0.24566817,0.70709708,1944,Trump,Republican,0.301498603,0.655321311,1393,Romney,Republican
Phillips County,AR,5107,South,19930,4292,2443,6894,0.622570351,0.354366115,1849,Clinton,Democrat,0.65556962,0.327974684,2588,Obama,Democrat
Pike County,AR,5109,South,11024,684,3150,3956,0.172901921,0.796258847,2466,Trump,Republican,0.224452073,0.751782414,1997,Romney,Republican
Poinsett County,AR,5111,South,24246,1878,3149,5283,0.355479841,0.596062843,1271,Trump,Republican,0.31615894,0.657880795,2580,Romney,Republican
Polk County,AR,5113,South,20225,1210,6606,8121,0.148996429,0.81344662,5396,Trump,Republican,0.201528299,0.770625567,4394,Romney,Republican
Pope County,AR,5115,South,63201,4818,15694,21545,0.223624971,0.72842887,10876,Trump,Republican,0.250514958,0.722560078,9625,Romney,Republican
Prairie County,AR,5117,South,8304,812,2503,3404,0.238542891,0.735311398,1691,Trump,Republican,0.279834078,0.685705169,1272,Romney,Republican
Pulaski County,AR,5119,South,392702,89377,61182,157728,0.566652719,0.387895618,28195,Clinton,Democrat,0.547326397,0.432906856,18199,Obama,Democrat
Randolph County,AR,5121,South,17571,1425,4508,6313,0.225724695,0.714082053,3083,Trump,Republican,0.342972428,0.621889711,1659,Romney,Republican
St. Francis County,AR,5123,South,26899,4031,3195,7412,0.543847814,0.431057744,836,Clinton,Democrat,0.579977559,0.409799277,1365,Obama,Democrat
Saline County,AR,5125,South,115719,13247,35852,51971,0.254892151,0.68984626,22605,Trump,Republican,0.273443975,0.700439873,20094,Romney,Republican
Scott County,AR,5127,South,10693,507,2378,3017,0.16804773,0.788200199,1871,Trump,Republican,0.246081936,0.723123453,1735,Romney,Republican
Searcy County,AR,5129,South,7929,601,2955,3698,0.162520281,0.799080584,2354,Trump,Republican,0.220357336,0.730644288,1885,Romney,Republican
Sebastian County,AR,5131,South,126776,12184,28769,43557,0.279725417,0.660490851,16585,Trump,Republican,0.301868943,0.672773419,16075,Romney,Republican
Sevier County,AR,5133,South,17426,1075,3281,4517,0.237989816,0.726367058,2206,Trump,Republican,0.240757856,0.72435305,2093,Romney,Republican
Sharp County,AR,5135,South,16906,1472,5405,7190,0.20472879,0.751738526,3933,Trump,Republican,0.287283713,0.675638561,2828,Romney,Republican
Stone County,AR,5137,South,12494,1189,4081,5527,0.215125746,0.738375249,2892,Trump,Republican,0.253410577,0.70510185,2417,Romney,Republican
Union County,AR,5139,South,40227,5667,10201,16338,0.346860081,0.624372628,4534,Trump,Republican,0.36025641,0.623310023,4514,Romney,Republican
Van Buren County,AR,5141,South,16851,1547,5382,7111,0.217550274,0.756855576,3835,Trump,Republican,0.28437938,0.679333437,2536,Romney,Republican
Washington County,AR,5143,South,220792,32296,40418,78153,0.413240695,0.517165048,8122,Trump,Republican,0.400620808,0.563426407,11434,Romney,Republican
White County,AR,5145,South,78592,5157,21038,27451,0.187862009,0.766383738,15881,Trump,Republican,0.217481515,0.754677833,14240,Romney,Republican
Woodruff County,AR,5147,South,6910,1117,1344,2550,0.438039216,0.527058824,227,Trump,Republican,0.499068901,0.45698324,113,Obama,Democrat
Yell County,AR,5149,South,21951,1472,4600,6389,0.230395993,0.719987478,3128,Trump,Republican,0.288058952,0.67677106,2321,Romney,Republican
Alameda County,CA,6001,West,1610921,486351,91189,613195,0.793142475,0.148711258,395162,Clinton,Democrat,0.78456659,0.186842077,333761,Obama,Democrat
Alpine County,CA,6003,West,1116,318,211,575,0.553043478,0.366956522,107,Clinton,Democrat,0.601236476,0.364760433,153,Obama,Democrat
Amador County,CA,6005,West,36742,5904,10239,17186,0.343535436,0.595775631,4335,Trump,Republican,0.392145331,0.58178135,2902,Romney,Republican
Butte County,CA,6007,West,224241,38676,42193,87847,0.440265462,0.480300978,3517,Trump,Republican,0.464162023,0.503285207,2745,Romney,Republican
Calaveras County,CA,6009,West,44624,7738,13072,22334,0.34646727,0.585295961,5334,Trump,Republican,0.400887974,0.57052358,3133,Romney,Republican
Colusa County,CA,6011,West,21419,2518,3464,6346,0.396785377,0.545855657,946,Trump,Republican,0.383290708,0.600341006,1273,Romney,Republican
